data_set_id	probe_id	probe_name	gene_id	gene_acronym
79677347	79508524	RP_071204_02_A04	21177	Tcf7l2
79677349	79508528	RP_071204_02_A05	22105	Slc32a1
79677351	79508532	RP_071204_02_A06	22528	Zic1
79677355	79508540	RP_071204_02_A08	40979	Gpr88
79677359	79508552	RP_071204_02_A11	35770	Zbtb20
79677363	79508560	RP_071204_02_B01	16641	Lhx2
79677365	79508564	RP_071204_02_B02	20436	Sox2
79677367	79508572	RP_071204_02_B04	92948	Ephb1
79677369	79508576	RP_071204_02_B05	26965	Cartpt
79677381	79591129	RP_071218_03_D01	12705	Crhr2
79677387	79591305	RP_071218_03_E09	12705	Crhr2
79749559	79508632	RP_071204_02_C07	12391	Cebpa
79749593	79508660	RP_071204_02_D02	12095	Calca
79749606	79508684	RP_071204_02_D08	23868	Wif1
79749622	79508696	RP_071204_02_D11	16623	Lgals1
79750675	79508700	RP_071204_02_D12	16726	Lpl
79750677	79508704	RP_071204_02_E01	13959	Fgfr1
79756306	79508720	RP_071204_02_E05	18889	Prom1
79760442	79508740	RP_071204_02_E10	19957	S100a10
79760446	79508752	RP_071204_02_F01	18927	Psen1
79760448	79508756	RP_071204_02_F02	84940	Slc17a8
79760456	79508768	RP_071204_02_F05	44012	Ndnf
79760462	79508772	RP_071204_02_F06	17956	Nrxn1
79760466	79508776	RP_071204_02_F07	14185	Gabrr2
79760470	79508788	RP_071204_02_F10	72205	Chrnb3
79761021	79508804	RP_071204_02_G02	20109	Sema3a
79761025	79508816	RP_071204_02_G05	12942	Slc6a3
79761029	79507868	RP_071204_04_A01	12071	Cacna1a
79761045	79507872	RP_071204_04_A02	12959	Dcn
79762114	79507888	RP_071204_04_A06	12454	Chrm1
79762214	79507908	RP_071204_04_A11	14384	Gpr83
79762216	79507912	RP_071204_04_A12	120252	Rxfp1
79762299	79507952	RP_071204_04_B08	12911	Dab1
79762328	79507960	RP_071204_04_B10	18254	Cntn3
79762381	79507972	RP_071204_04_C01	15258	Hsd11b1
79762410	79507984	RP_071204_04_C04	19639	Robo1
79762433	79507992	RP_071204_04_C06	20270	Slc18a3
79762462	79507996	RP_071204_04_C07	84950	Tph2
79762542	79508024	RP_071204_04_D02	129609	Plcxd2
79762548	79508032	RP_071204_04_D04	19966	S100b
79762589	79508040	RP_071204_04_D06	21816	Trp53
79762714	79508064	RP_071204_04_D12	14554	Gpx3
79762716	79508068	RP_071204_04_E01	26129	Esrrg
79762720	79508076	RP_071204_04_E03	17876	Mycn
79903740	79313668	RP_071018_02_B07	14193	Gad2
79903762	79307506	RP_071018_03_C01	14204	Galr2
79903764	79508580	RP_071204_02_B06	13420	Efnb2
79903768	79508592	RP_071204_02_B09	20126	Sepp1
79903782	79508608	RP_071204_02_C01	20156	Sgk1
79904152	79508212	RP_071204_04_H01	87401	Slc6a1
79904160	79508220	RP_071204_04_H03	21972	Ube3a
79904166	79552877	RP_071218_02_B01	17820	Ngfr
79904242	79552901	RP_071218_02_B07	18698	Phox2b
79904248	79552917	RP_071218_02_B11	21097	Tacr1
79904258	79552933	RP_071218_02_C03	12172	Ctnnb1
79904282	79552937	RP_071218_02_C04	16640	Lhx1
79904406	79591245	RP_071218_03_D06	23625	Ets2
79904540	79591277	RP_071218_03_E02	23716	Tenm3
79904550	79591281	RP_071218_03_E03	20379	Snca
79904584	79591285	RP_071218_03_E04	20428	Sox11
79904620	79591289	RP_071218_03_E05	21592	Thra
79904698	79591297	RP_071218_03_E07	21823	Trpc4
79904732	79691493	RP_080109_01_A01	33240	Slc40a1
79906727	79691537	RP_080109_01_A12	21603	Tiam1
79907893	79508180	RP_071204_04_G05	12946	Dbh
79907934	79591129	RP_071218_03_D01	12705	Crhr2
79907936	79591133	RP_071218_03_D02	20078	Cxcl12
79908799	79591249	RP_071218_03_D07	40891	Foxb1
79908802	79591261	RP_071218_03_D10	16656	Limk1
79908817	79591273	RP_071218_03_E01	17898	Notch3
79908833	79591277	RP_071218_03_E02	23716	Tenm3
79908848	79591281	RP_071218_03_E03	20379	Snca
79912528	79591285	RP_071218_03_E04	20428	Sox11
79912542	79591289	RP_071218_03_E05	21592	Thra
79912554	79691573	RP_080109_01_B10	14058	Fos
79912556	79641684	RP_080109_03_C01	12456	Chrm3
79912572	79641708	RP_080109_03_C07	18157	Oprm1
79912577	79508080	RP_071204_04_E04	15782	Igfbp3
79912613	79641752	RP_080109_03_D06	18312	Pcp4
79913124	79508104	RP_071204_04_E10	12096	Calcr
79913171	79508112	RP_071204_04_E12	17953	Nrp1
79913241	79508124	RP_071204_04_F03	12346	Cdh4
79913245	79508132	RP_071204_04_F05	21802	Trhr
79913272	79508136	RP_071204_04_F06	13616	Epha4
79913274	79508140	RP_071204_04_F07	86272	Grp
79913276	79508144	RP_071204_04_F08	89374	Gpr101
79913278	79508148	RP_071204_04_F09	12457	Chrm4
79913316	79508152	RP_071204_04_F10	14947	Hcrt
79913318	79508160	RP_071204_04_F12	15326	Htr1b
79913340	79508180	RP_071204_04_G05	12946	Dbh
79913385	79508184	RP_071204_04_G06	14356	Gfap
79913447	79508192	RP_071204_04_G08	12584	Cnr1
79913511	79508204	RP_071204_04_G11	17972	Ntf3
79913554	79508208	RP_071204_04_G12	20325	Slit2
80340112	77447960	RP_070212_03_B06	71687	Ece2
80341111	79313380	RP_071018_01_D07	16099	Inhbe
80341133	79313400	RP_071018_01_D12	15205	Hoxd10
80341155	79313444	RP_071018_01_E11	13423	Egf
80342010	79507900	RP_071204_04_A09	86553	Gpr55
80342023	79507924	RP_071204_04_B03	83052	Trpv1
80342048	79507944	RP_071204_04_B06	19475	Rest
80342072	79508044	RP_071204_04_D07	16500	L1cam
80342131	79508060	RP_071204_04_D11	82048	Xpnpep2
80342134	79508072	RP_071204_04_E02	17734	Ncam1
80342154	79508100	RP_071204_04_E09	72230	Grm2
80342167	79508188	RP_071204_04_G07	21099	Tacr3
80342169	79508196	RP_071204_04_G09	13759	Esr1
80342171	79552949	RP_071218_02_C07	12179	Runx1
80342202	79691529	RP_080109_01_A10	88559	Rxfp3
80342219	79691573	RP_080109_01_B10	14058	Fos
80342232	79641704	RP_080109_03_C06	17983	Ntsr1
80342234	79641708	RP_080109_03_C07	18157	Oprm1
80342297	79641736	RP_080109_03_D02	14179	Gabrd
80343319	79537481	RP_071126_03_H05	21562	Tgfb1
80343361	79508632	RP_071204_02_C07	12391	Cebpa
80343372	79508172	RP_071204_04_G03	16295	Kcnj6
80343407	79508156	RP_071204_04_F11	15780	Cyr61
80472043	77448104	RP_070212_03_E06	20434	Sox18
80472045	77448108	RP_070212_03_E07	11341	Adrb1
80472055	77448180	RP_070212_03_G01	11469	Alk
80472065	77506713	RP_070219_01_A10	41885	Sostdc1
80473475	77506885	RP_070219_01_E05	106692	Smo
80474698	77506913	RP_070219_01_E12	45749	Rab3b
80513998	79599435	RP_071127_02_E08	85147	Pyy
80514039	80374348	RP_080424_01_A01	11134	Aanat
80514053	80374360	RP_080424_01_A04	14203	Galr1
80514089	80374388	RP_080424_01_A11	122371	Hcrtr2
80514091	80374392	RP_080424_01_A12	17954	Nrp2
80514093	80374400	RP_080424_02_B02	13947	Fgf15
80514157	80483828	RP_080505_04_H12	17922	Pnoc
80514159	79694149	RP_071203_03_F06	58142	Trps1
80514161	79327714	RP_071025_01_A01	15152	Foxa3
80516770	77506441	RP_070219_02_A06	13591	Eomes
80516967	77506537	RP_070219_02_C06	20119	Sema5a
80517217	80374372	RP_080424_01_A07	18154	Oprk1
80517329	80374388	RP_080424_01_A11	122371	Hcrtr2
80517343	80374364	RP_080424_01_A05	14204	Galr2
80525305	79307570	RP_071018_03_D05	12975	Ddc
80525494	79507880	RP_071204_04_A04	11339	Adra2b
80525551	79507896	RP_071204_04_A08	14184	Gabrr1
80525643	79508408	RP_071204_01_D01	19648	Rorc
80525654	79508412	RP_071204_01_D02	17529	Mapt
80525669	79508568	RP_071204_02_B03	12349	Cdh8
80526204	79508652	RP_071204_02_C12	16942	Ascl2
80526792	79508792	RP_071204_02_F11	18282	Pbx3
81599632	79601335	RP_071128_03_G02	13427	Egfr
81600092	80571277	RP_080108_02_D08	12624	Col9a3
81600124	80754631	RP_080228_04_A11	15176	Hoxa4
81600126	80792462	RP_080306_03_B07	11250	Actb
81600560	1001130	RP_080619_04_E07	18206	P2rx7
81600564	1002197	RP_080625_04_E08	12072	Cacna1b
81600566	1002221	RP_080625_04_G09	17984	Ntsr2
81600576	81188671	RP_080912_04_F12	58251	Kremen1
81600578	1002380	RP_080916_04_C08	16971	Mc4r
81600580	1002385	RP_080916_04_D01	22168	Wnt11
81600584	1003808	RP_090205_01_A01	89267	Disc1
81600590	1003817	RP_090205_01_D08	84379	Rln3
81654083	79599163	RP_071127_01_G10	29762	Spdef
81654087	79600567	RP_071128_01_F05	22166	Wnt10a
81654089	80636758	RP_080110_02_A11	46934	Atoh8
81654091	80754671	RP_080228_04_B09	15676	Id3
81654093	80894765	RP_080313_04_B10	60979	Loxl2
81654095	1002141	RP_080625_03_C03	14180	Gabre
81654097	81095105	RP_080630_03_H07	74698	Amhr2
81654099	81026408	RP_080807_03_E11	16146	Irx3
81654101	81188135	RP_080912_03_B09	12609	Col4a1
81654103	81188315	RP_080912_03_F07	36541	Fzd2
81654105	1002487	RP_080916_02_A07	13491	Elk3
81654107	1002263	RP_080916_03_A08	14144	Fzd6
81654111	1002690	RP_081002_01_A02	14339	Gdf5
81654113	1002722	RP_081002_01_C09	20235	Six3
81654115	1002624	RP_081002_02_C04	13957	Fgf9
81654117	1002627	RP_081002_02_C07	14072	Frat1
81654119	1002684	RP_081002_02_H04	85049	Wnt9a
81654121	1003208	RP_081030_01_A02	21562	Tgfb1
81654123	1003182	RP_081030_02_E01	15148	Hmx3
81654125	1003194	RP_081030_02_F01	12412	Cfc1
81654127	1003200	RP_081030_02_F07	120482	Lmtk3
81654129	1003230	RP_081030_03_A02	18191	Otx2
81654131	1003634	RP_081216_02_E04	16145	Irx2
81654137	1003835	RP_090205_01_B01	87178	Gbx1
81654139	1003837	RP_090205_01_B05	29552	Igfbp7
81654141	1003841	RP_090205_01_B11	120090	Nrg2
81654143	1003802	RP_090205_04_F08	22170	Wnt2
81654145	1003931	RP_090303_01_A01	35923	Clec7a
81654147	1003933	RP_090303_01_A03	72303	Taf9
81654149	1003940	RP_090303_01_A10	34014	Cadm1
81654151	1003941	RP_090303_01_A11	20439	Sox4
81654153	1003882	RP_090303_03_B01	13289	Dsg1a
81654155	1003884	RP_090303_03_B03	87804	Helt
81654157	1003893	RP_090303_03_C03	17856	Nkx2-3
81655211	1003903	RP_090303_03_D09	93556	Pcdh19
81655213	1003905	RP_090303_03_E01	89612	Onecut3
81655548	1003907	RP_090303_03_E04	18755	Pou3f2
81655550	1003908	RP_090303_03_E07	18757	Pou3f4
81655552	1003909	RP_090303_03_E09	20437	Sox3
81655554	1003910	RP_090303_04_E10	21666	Tlx2
81655556	1003912	RP_090303_04_F01	86223	Dsg1b
81655560	1003917	RP_090303_04_F06	33425	Pdlim1
81655562	1003920	RP_090303_04_F09	14024	Fli1
81655564	1003922	RP_090303_04_F12	13286	Dsc3
81655566	1003925	RP_090303_04_G05	14612	Gsc
81655568	1003928	RP_090303_04_G08	77592	Dscaml1
81655570	1003929	RP_090303_04_G09	22083	Vax1
81655572	1003858	RP_090303_05_H05	41236	Fgf23
81655574	1003860	RP_090303_05_H07	143285	Itlnb
81655576	1003962	RP_090312_01_A07	16202	Itln1
81655578	1004206	RP_090413_01_C03	11456	Aldh2
81655580	1004232	RP_090413_01_E05	68549	Rhox9
81657659	1004035	RP_090413_02_F11	77439	Ferd3l
81657661	1004255	RP_090430_01_A10	17863	Nkx6-1
81657663	1004256	RP_090430_01_A11	13168	Dll3
81657665	1004261	RP_090430_01_A12	85987	Dbx2
81657667	1004257	RP_090430_02_D07	141246	mCG146432
81657669	1004331	RP_090514_01_A03	20429	Sox12
81657671	1004336	RP_090514_01_A08	64352	Akna
81657673	1004281	RP_090514_02_B06	18976	Ptf1a
81657675	1004297	RP_090514_02_C10	20237	Six5
81657677	1004299	RP_090514_02_C12	20433	Sox17
81657679	1004300	RP_090514_02_D01	56098	Sptbn4
81657681	1004301	RP_090514_02_D02	15200	Hoxc6
81657683	1004311	RP_090514_02_D12	18750	Pou2f2
81657685	1004312	RP_090514_02_E01	26962	Mixl1
81657687	1004313	RP_090514_02_E02	14984	Hes5
81657689	1004316	RP_090514_02_E05	89955	Obox6
81657691	1004319	RP_090514_02_E08	14985	Hesx1
81657693	1004341	RP_090514_04_F01	19476	Ret
81657695	1004342	RP_090514_04_F02	161133	Angptl7
81659531	1004326	RP_090514_05_F07	68547	Barhl2
81659533	1004327	RP_090514_05_F08	56676	Kcnip2
81659535	1004328	RP_090514_05_F09	88047	Lman1l
81671340	1002293	RP_080916_03_D04	14176	Gabrb1
81671342	1002343	RP_080916_03_H06	11233	Chrnb2
81671344	1002348	RP_080916_03_H11	15333	Htr2a
81671346	1002637	RP_081002_02_D05	72231	Grm3
81790662	1005775	RP_090724_06_G07	14999	Foxj1
81790664	1005783	RP_090724_06_H03	83328	Gsc2
81790666	1005787	RP_090724_06_H07	159922	Nkx1-1
81790668	1005789	RP_090724_06_H09	47309	Obox1
81790670	1005791	RP_090724_06_H11	15005	Foxd1
81790672	1005972	RP_090724_05_F04	17451	Cited2
81790674	1005770	RP_090724_06_G02	88417	Gdf7
81790676	1005778	RP_090724_06_G10	18506	Pitx3
81790678	1005779	RP_090724_06_G11	17070	Foxd2
81790680	1005784	RP_090724_06_H04	142452	Crxos
81790682	1005785	RP_090724_06_H05	73821	Hoxc11
81790684	1005786	RP_090724_06_H06	11806	Nkx3-2
81790686	1005788	RP_090724_06_H08	26656	Figla
81790690	78981607	RP_070822_02_D04	14177	Gabrb2
81790692	1002408	RP_080916_04_E12	122371	Hcrtr2
81790696	1005764	RP_090724_04_E03	12704	Crhr1
81790698	1006230	RP_090811_04_C02	13619	Epha7
81790700	1006270	RP_090811_01_B08	13626	Ephb6
81790710	1006368	RP_090820_05_A01	13271	Drd5
81790712	1006373	RP_090820_05_A06	74469	Pmch
81790720	1006379	RP_090820_05_A12	18271	Pax3
81790722	1006385	RP_090820_01_A05	14575	Gria1
81790724	1006378	RP_090820_05_A11	11233	Chrnb2
81790726	1006376	RP_090820_05_A09	12701	Crh
81790728	1006377	RP_090820_05_A10	13268	Drd2
81790730	1006382	RP_090820_01_A02	14581	Grik1
81790732	1006386	RP_090820_01_A06	14434	Glrb
100009773	77537816	RP_070227_06_E06	18893	Prox1
100009774	80183843	RP_080319_02_H01	12616	Col6a1
100009775	77537748	RP_070227_06_B11	18517	Prkcd
100010054	77506609	RP_070130_05_E12	11212	Ache
100010055	77505457	RP_070130_05_A09	17019	Abcc1
100010058	77505497	RP_070130_05_B07	20300	Slc6a2
100010059	78981639	RP_070822_02_D12	87401	Slc6a1
100010060	79280909	RP_071005_06_H06	20027	Scn10a
100010061	77506597	RP_070130_05_E09	13850	Faah
100010062	77506585	RP_070130_05_E06	18988	Ptgs2
100010063	77505473	RP_070130_05_B01	18818	Ppp3ca
100010064	77506589	RP_070130_05_E07	18362	Pdgfrb
100010065	77506593	RP_070130_05_E08	18361	Pdgfra
100010066	77505477	RP_070130_05_B02	54765	Srd5a1
100010067	77505425	RP_070130_05_A01	12454	Chrm1
100010068	77506601	RP_070130_05_E10	12629	Comt
100010069	78981595	RP_070822_02_D01	12584	Cnr1
100010071	78981591	RP_070822_02_C12	11233	Chrnb2
100010072	77506577	RP_070130_05_E04	11394	Agtr1a
100010073	77505429	RP_070130_05_A02	14171	Gabra2
100010074	78981603	RP_070822_02_D03	13759	Esr1
100010075	77505513	RP_070130_05_C01	13268	Drd2
100010076	77527860	RP_070130_05_F11	13267	Drd1
100010077	77505465	RP_070130_05_A11	12856	Cyp19a1
100010078	79280933	RP_071005_05_G11	13644	Erbb2
100010079	77506565	RP_070130_05_E01	13270	Drd4
100010080	77505489	RP_070130_05_B05	13396	Ednrb
100010081	77506573	RP_070130_05_E03	13427	Egfr
100010083	77505461	RP_070130_05_A10	11824	Bche
100010085	77505433	RP_070130_05_A03	14172	Gabra3
100010087	77505485	RP_070130_05_B04	13760	Esr2
100010088	79205205	RP_070927_04_C01	11622	Ar
100011576				
100011577				
100011578				
100011579				
100011582				
100011583				
100011584				
100011585	77505445	RP_070130_05_A06	18154	Oprk1
100011586	77505449	RP_070130_05_A07	18157	Oprm1
100011587				
100011590				
100011591	77537732	RP_070227_06_B07	87854	Cpne2
100011592	77537824	RP_070227_06_E08	107544	Strip2
100011593	77537800	RP_070227_06_E02	12959	Dcn
100011594	77537796	RP_070227_06_E01	73778	Dsp
100011595	80183847	RP_080319_02_H02	13619	Epha7
100011596	77537860	RP_070227_06_F05	86272	Grp
100011597	77537716	RP_070227_06_B03	11303	Adcyap1
100011598	78966981	RP_070822_01_A07	11531	Anxa11
100011599	77537836	RP_070227_06_E11	88069	Cd109
100011600	77537736	RP_070227_06_B08	85011	Efemp1
100011601	77537720	RP_070227_06_B04	14038	Fmo1
100011606	77537848	RP_070227_06_F02	74793	Grik4
100011607	77537708	RP_070227_06_B01	71754	Mylk
100011611	77537804	RP_070227_06_E03	82041	Kcnh7
100011612	77537728	RP_070227_06_B06	76980	Laptm4b
100011613	79097664	RP_070910_02_E06	130020	LOC433436
100011614	77537820	RP_070227_06_E07	88752	St18
100011615	77537760	RP_070227_06_C02	21136	Tbr1
100011621	77537712	RP_070227_06_B02	22082	Vav2
100011623	77537812	RP_070227_06_E05	46620	Prdm5
100011624	77537752	RP_070227_06_B12	50437	Cds1
100011625	77537840	RP_070227_06_E12	12593	Coch
100011626	77537832	RP_070227_06_E10	37561	Pvrl3
100011627	77537724	RP_070227_06_B05	43717	Rprm
100011634	78981631	RP_070822_02_D10	20325	Slit2
100011637	77537744	RP_070227_06_B10	22150	Wfs1
100011638				
100011639	77537840	RP_070227_06_E12	12593	Coch
100011646	77537720	RP_070227_06_B04	14038	Fmo1
100011647	77537740	RP_070227_06_B09	16719	Loxl1
100011648	77537828	RP_070227_06_E09	43294	Pkp2
100011649	77537808	RP_070227_06_E04	22391	Plagl1
100011650	77537748	RP_070227_06_B11	18517	Prkcd
100012818	77506605	RP_070130_05_E11	35917	Gsk3b
100014096	77506585	RP_070130_05_E06	18988	Ptgs2
100014097				
100014098				
100014099	77505481	RP_070130_05_B03	21726	Top1
100014100	77505477	RP_070130_05_B02	54765	Srd5a1
100014101	77505481	RP_070130_05_B03	21726	Top1
100014102	78981607	RP_070822_02_D04	14177	Gabrb2
100014103	77505437	RP_070130_05_A04	14178	Gabrb3
100014105	77505501	RP_070130_05_B08	143309	Gsk3a
100014106				
100014107				
100014108				
100014109				
100014110	77505441	RP_070130_05_A05	15240	Hrh1
100014111	79641740	RP_080109_03_D03	15325	Htr1a
100014112				
100014113	77505469	RP_070130_05_A12	73888	Maob
100014114				
100014115				
100014117	77505521	RP_070130_05_C03	15326	Htr1b
100014118				
100014147	78981619	RP_070822_02_D07	15333	Htr2a
100014148	77506581	RP_070130_05_E05	16102	Inpp1
100014149	79280909	RP_071005_06_H06	20027	Scn10a
100014150	78981639	RP_070822_02_D12	87401	Slc6a1
100014151	77505497	RP_070130_05_B07	20300	Slc6a2
100014153	77506593	RP_070130_05_E08	18361	Pdgfra
100014154	77506589	RP_070130_05_E07	18362	Pdgfrb
100014155	77505473	RP_070130_05_B01	18818	Ppp3ca
100014156				
100015300	77506573	RP_070130_05_E03	13427	Egfr
100015301	77505489	RP_070130_05_B05	13396	Ednrb
100015309	77505493	RP_070130_05_B06	11338	Adra2a
100015310	77506609	RP_070130_05_E12	11212	Ache
100015311	77505457	RP_070130_05_A09	17019	Abcc1
100015312	79205205	RP_070927_04_C01	11622	Ar
100015314	77505505	RP_070130_05_B09	11341	Adrb1
100015315	77505425	RP_070130_05_A01	12454	Chrm1
100015317	77505461	RP_070130_05_A10	11824	Bche
100015318	77506601	RP_070130_05_E10	12629	Comt
100015321	78981607	RP_070822_02_D04	14177	Gabrb2
100015322	77505501	RP_070130_05_B08	143309	Gsk3a
100015323	77506605	RP_070130_05_E11	35917	Gsk3b
100015324	77505441	RP_070130_05_A05	15240	Hrh1
100015325	79641740	RP_080109_03_D03	15325	Htr1a
100015326	77505521	RP_070130_05_C03	15326	Htr1b
100015327	78981619	RP_070822_02_D07	15333	Htr2a
100015328	77506581	RP_070130_05_E05	16102	Inpp1
100015329	77505469	RP_070130_05_A12	73888	Maob
100015330	78981595	RP_070822_02_D01	12584	Cnr1
100015332	77505513	RP_070130_05_C01	13268	Drd2
100015333	77527860	RP_070130_05_F11	13267	Drd1
100015386	77505465	RP_070130_05_A11	12856	Cyp19a1
100015412	77505445	RP_070130_05_A06	18154	Oprk1
100015413	77505449	RP_070130_05_A07	18157	Oprm1
100015420				
100015421				
100015422				
100015423				
100015424				
100015425				
100015426				
100015427				
100015428	77537800	RP_070227_06_E02	12959	Dcn
100015429	77537716	RP_070227_06_B03	11303	Adcyap1
100015430	78966981	RP_070822_01_A07	11531	Anxa11
100015431	77537708	RP_070227_06_B01	71754	Mylk
100015432	77537836	RP_070227_06_E11	88069	Cd109
100015433	78981627	RP_070822_02_D09	17972	Ntf3
100015434	77537752	RP_070227_06_B12	50437	Cds1
100015436	80183843	RP_080319_02_H01	12616	Col6a1
100015437	77537732	RP_070227_06_B07	87854	Cpne2
100015438	77537812	RP_070227_06_E05	46620	Prdm5
100015439	77537824	RP_070227_06_E08	107544	Strip2
100015440	77537816	RP_070227_06_E06	18893	Prox1
100015441	77537796	RP_070227_06_E01	73778	Dsp
100015442	77537832	RP_070227_06_E10	37561	Pvrl3
100015443	77537736	RP_070227_06_B08	85011	Efemp1
100015444	77537724	RP_070227_06_B05	43717	Rprm
100015445	80183847	RP_080319_02_H02	13619	Epha7
100015446	78981631	RP_070822_02_D10	20325	Slit2
100015447	77537844	RP_070227_06_F01	20411	Sntb1
100015448	77537848	RP_070227_06_F02	74793	Grik4
100015449	77537820	RP_070227_06_E07	88752	St18
100015450	77537860	RP_070227_06_F05	86272	Grp
100015451	77537804	RP_070227_06_E03	82041	Kcnh7
100015452	77537728	RP_070227_06_B06	76980	Laptm4b
100015454	77537760	RP_070227_06_C02	21136	Tbr1
100015455	77537856	RP_070227_06_F04	21802	Trhr
100015574	77537712	RP_070227_06_B02	22082	Vav2
100015575	77537744	RP_070227_06_B10	22150	Wfs1
100015815				
100016572				
100017139				
100020054				
100020056				
100020261	77505461	RP_070130_05_A10	11824	Bche
100020262	80183883	RP_080319_02_H11	11622	Ar
100020263	77506577	RP_070130_05_E04	11394	Agtr1a
100020264	77505505	RP_070130_05_B09	11341	Adrb1
100020323	77505493	RP_070130_05_B06	11338	Adra2a
100020324	77506609	RP_070130_05_E12	11212	Ache
100021508	78981595	RP_070822_02_D01	12584	Cnr1
100021509	77506601	RP_070130_05_E10	12629	Comt
100021510	77505465	RP_070130_05_A11	12856	Cyp19a1
100021511	77527860	RP_070130_05_F11	13267	Drd1
100021512	77505513	RP_070130_05_C01	13268	Drd2
100021513	77505501	RP_070130_05_B08	143309	Gsk3a
100021516	78981503	RP_070822_02_B02	12432	Chat
100021518	79721190	RP_071211_04_C06	60489	Dach2
100021520	77505509	RP_070130_05_B10	12072	Cacna1b
100021525	80754631	RP_080228_04_A11	15176	Hoxa4
100021526	77505425	RP_070130_05_A01	12454	Chrm1
100021535	78981591	RP_070822_02_C12	11233	Chrnb2
100021538	79537853	RP_071126_04_H02	21174	Tcf4
100021541	79721234	RP_071211_04_D05	16641	Lhx2
100021554	77506565	RP_070130_05_E01	13270	Drd4
100021561	77505489	RP_070130_05_B05	13396	Ednrb
100021570	77506573	RP_070130_05_E03	13427	Egfr
100021605	79721274	RP_071211_04_E03	16941	Ascl1
100021606	79280933	RP_071005_05_G11	13644	Erbb2
100021607	78981607	RP_070822_02_D04	14177	Gabrb2
100021608	80754875	RP_080228_04_G01	17855	Nkx2-2
100021609	79599803	RP_071127_03_E12	18191	Otx2
100021610	77505437	RP_070130_05_A04	14178	Gabrb3
100021611	80314864	RP_080414_04_E11	14490	Gnrh1
100021612	79721338	RP_071211_04_F07	12349	Cdh8
100021617	77505429	RP_070130_05_A02	14171	Gabra2
100021622	80754927	RP_080228_04_H02	18273	Pax5
100021625	77505433	RP_070130_05_A03	14172	Gabra3
100021632	79600559	RP_071128_01_F03	12092	Calb1
100021637	77505517	RP_070130_05_C02	14176	Gabrb1
100021640	77505473	RP_070130_05_B01	18818	Ppp3ca
100021643	80751989	RP_080225_01_B07	13786	Etv1
100021657				
100021664	79600579	RP_071128_01_F08	18311	Pcp2
100021675	80754483	RP_080228_03_F10	13432	Egr2
100021684	79694385	RP_071203_04_C07	18274	Pax6
100021701	79692997	RP_071206_04_F07	13167	Dll1
100021751	79720950	RP_071211_03_F06	76994	Foxp2
100021756	79721146	RP_071211_04_B07	60856	Olig3
100021757	78981603	RP_070822_02_D03	13759	Esr1
100021758	77505485	RP_070130_05_B04	13760	Esr2
100021759				
100021762	77506597	RP_070130_05_E09	13850	Faah
100021780	80754571	RP_080228_03_H08	14408	Gli1
100021787	80754583	RP_080228_03_H11	14619	Gsx2
100021788	77505469	RP_070130_05_A12	73888	Maob
100021789				
100021794	81026388	RP_080807_03_E06	21664	Nr2e1
100021801	77505445	RP_070130_05_A06	18154	Oprk1
100021808	80183851	RP_080319_02_H03	18157	Oprm1
100021813	77506593	RP_070130_05_E08	18361	Pdgfra
100021822	77506589	RP_070130_05_E07	18362	Pdgfrb
100021829				
100021844				
100021845	80790266	RP_080303_01_D05	21111	Tal2
100021846	80794374	RP_080310_04_B10	88823	Cdh7
100021847	80928063	RP_080717_03_C07	79902	Bhlhe23
100021848	81026408	RP_080807_03_E11	16146	Irx3
100021849	80754535	RP_080228_03_G11	72814	Foxp1
100021858	81026412	RP_080807_03_E12	20235	Six3
100021859	80183871	RP_080319_02_H08	15342	Slc6a4
100022237	80928202	RP_080717_01_A04	12093	Calb2
100022258	81026464	RP_080807_04_G03	13174	Dlx5
100022263	80928206	RP_080717_01_A05	22170	Wnt2
100022284	81026472	RP_080807_04_G05	13574	Emx1
100022291	80928214	RP_080717_01_A07	17781	Neurog1
100022306	80928059	RP_080717_03_C06	18969	Ptch1
100022313	81026476	RP_080807_04_G06	13576	En1
100022349	80928067	RP_080717_03_C08	18562	Plcb4
100022368	81026492	RP_080807_04_G10	15174	Hoxa2
100022379	80928071	RP_080717_03_C09	13805	Evx1
100022398	81026496	RP_080807_04_G11	16144	Irx1
100022409	80928075	RP_080717_03_C10	21628	Nkx2-1
100022418	80928079	RP_080717_03_C11	16585	Lbx1
100022419	81026504	RP_080807_04_H01	16646	Lhx8
100022420				
100022429	81026500	RP_080807_04_G12	16165	Isl1
100022434	81026516	RP_080807_04_H04	17994	Nr4a2
100022435	80928103	RP_080717_03_D05	12952	Dbx1
100022436	81026524	RP_080807_04_H06	18271	Pax3
100022438				
100022447	81026532	RP_080807_04_H08	22180	Wnt8b
100022448	80928131	RP_080717_03_D12	22531	Zic4
100022449	81026536	RP_080807_04_H09	26171	Nr5a1
100022450	80928135	RP_080717_03_E01	17953	Nrp1
100022452	80928139	RP_080717_03_E02	12346	Cdh4
100022453	80928083	RP_080717_03_C12	26885	Tlx3
100022454	80928143	RP_080717_03_E03	13616	Epha4
100022457	80928147	RP_080717_03_E04	14410	Gli3
100022459	80928155	RP_080717_03_E06	14618	Gsx1
100022460	80928159	RP_080717_03_E07	22173	Wnt3a
100022461	80928382	RP_080717_03_E08	18505	Pitx2
100022498	81026368	RP_080807_03_E01	30397	Olig2
100022499	80928218	RP_080717_01_A08	13581	Enc1
100022500	80928222	RP_080717_01_A09	18698	Phox2b
100022501				
100022502				
