66863	42706
14219	13996
57750	37022
104360	68525
13193	12973
18844	18608
17936	17703
22260	22017
21815	21574
15228	15004
100182	64352
11803	11590
70433	46274
21426	21187
15510	15285
15550	15325
241201	88823
16975	16745
17762	17529
16956	16726
12854	12637
20665	20427
12669	12454
240442	88720
11302	11138
17261	17030
105594	69759
21425	21186
19125	18888
209776	84148
12591	12376
12000	11786
83993	58209
14836	14612
14763	14539
11554	11341
140492	79905
12161	11947
109663	73821
11695	11482
20348	20111
246086	89612
14816	14592
14526	14302
67341	183550
64378	40979
20728	20490
215654	84832
432731	129320
230162	87008
64058	40691
14175	13952
214084	84624
13167	12947
13984	13761
57765	37037
11838	11625
217951	85299
57776	37048
18168	17935
72713	48554
54160	33453
11604	11391
16504	16277
252973	90078
15557	15332
74570	50411
18998	18761
17119	16889
13639	13417
69317	45159
19377	19140
103889	68056
11922	11708
22068	21825
12677	12462
66111	41954
11829	11616
16764	16536
18996	18759
13641	13419
627415	156642
59036	37599
18798	18562
19165	18928
22680	22437
54006	33299
114873	77592
16373	16146
22419	22176
18771	18535
387285	122371
56805	36084
77578	53418
93885	60534
12616	12401
269275	92713
208104	83930
170745	82048
15903	15676
21676	21437
21685	21445
52679	32159
234366	87820
18022	17789
12842	12625
69852	45693
20669	20431
18035	17802
18488	18254
12268	12053
74123	49964
75599	51440
14164	13941
14234	14011
64074	40707
18188	17955
108015	72177
13865	13643
12671	12456
13867	13645
12918	12701
16412	16185
18590	18356
14170	13947
18438	18205
108072	72234
12310	12095
14029	13806
15410	15185
14133	13910
18741	18505
21885	21644
20661	20423
216851	85070
75870	51711
66277	42120
26910	26656
13819	13597
14314	14090
11980	11766
110648	74804
19227	18990
106894	71059
73251	49092
15412	15187
72293	48134
381489	120252
14815	14591
20186	19949
223843	85987
59095	37655
54712	34001
19708	19471
12837	12620
21413	21174
12568	12353
16970	16740
20607	20369
15251	15027
16008	15781
116903	78211
18988	18751
18549	18315
17927	17694
16007	15780
17974	17741
18845	18609
216643	85019
64290	40891
20042	19805
54725	34014
27220	26965
12189	11975
30937	29927
12308	12093
21816	21575
71722	47563
280645	93607
19886	19649
16600	16373
546118	144479
223726	85966
19213	18976
20429	20192
13389	13168
15901	15674
12741	12525
83925	58142
18504	18270
20474	20236
56410	35690
20287	20050
13609	13387
17341	17110
17448	17216
117148	78444
15499	15274
18935	18698
20464	20227
19164	18927
18198	17965
19713	19476
14179	13956
114893	77609
217946	85297
18143	17910
21887	21646
12799	12582
14608	14384
15414	15189
12672	12457
16478	16251
19128	18891
15377	15152
19127	18890
20679	20441
21834	21593
11820	11607
18089	17856
53404	32884
17342	17111
21384	21145
99296	63466
56847	36126
17295	17064
16400	16173
208076	83924
11694	11481
53627	32945
67125	42968
18429	18196
17187	16956
93837	60489
14073	13850
18024	17791
70546	46387
17537	17304
244579	89252
11487	11275
56787	36066
53625	32943
52666	32146
65254	41755
27999	27743
546316	143363
207667	83882
21987	21744
11668	11455
19016	18779
20359	20122
12569	12354
229715	86931
74370	50211
21418	21179
22724	22481
17870	17637
20230	19993
14238	14015
268510	92513
16195	15968
22045	21802
21429	21190
22044	21801
14810	14586
20203	19966
21428	21189
76161	52002
14171	13948
12922	12705
17476	17244
20890	20652
21337	21098
20350	20113
60531	37991
21969	21726
208647	83997
13840	13618
16777	16549
18478	18244
17865	17632
228942	86816
107449	71614
170736	82039
15416	15191
116870	78178
18109	17876
15364	15139
19272	19035
13835	13613
21414	21175
17173	16942
18013	17780
13803	13581
30924	29914
93880	60529
26875	26621
12064	11850
11491	11279
18515	18281
14461	14237
16362	16135
98558	62728
108961	73120
16429	16202
18121	17888
18994	18757
14011	13788
11607	11394
19736	19499
15371	15146
20602	20364
12349	12134
14804	14580
15566	15341
13542	13321
18479	18245
212391	84411
56198	35481
213469	84562
12927	12710
20908	20670
18014	17781
385343	121786
211586	84320
18124	17891
64706	41281
26381	26129
227099	86518
18222	17989
545192	144469
16885	16656
16000	15773
245841	89478
14025	13802
11835	11622
14186	13963
13636	13414
14652	14428
11878	11665
12006	11792
319757	106692
19059	18822
12038	11824
15438	15213
20358	20121
20289	20052
19294	19057
18976	18739
14390	14166
14775	14551
11735	11522
12153	11939
116701	78019
71041	46882
18095	17862
21343	21104
110794	74949
237759	88369
53623	32941
214897	84736
11784	11571
16443	16216
13510	13289
12154	11940
20692	20454
64011	40644
15398	15173
14586	14362
64379	40980
13864	13642
107771	71933
18025	17792
245578	89410
22295	22052
17433	17201
53322	32802
22355	22112
13591	13369
22772	22529
13198	12978
12995	12778
228770	86769
11480	11268
20787	20549
12388	12173
68318	44160
20182	19945
21813	21572
11517	11304
66445	42288
12165	11951
108071	72233
13488	13267
14562	14338
20315	20078
16372	16145
57249	36525
18763	18527
13841	13619
23984	23735
18510	18276
109232	73391
93681	60333
20681	20443
207165	83840
381983	120482
11421	11210
12810	12593
13836	13614
230936	87154
18423	18190
104382	68547
20360	20123
22348	22105
18053	17820
76965	52805
18985	18748
170758	82061
241764	88886
16974	16744
107448	71613
18193	17960
239546	88584
381022	120035
110637	74793
20378	20141
11444	11233
67260	43103
18986	18749
57764	37036
71752	47593
21367	21128
14559	14335
107581	71746
56795	36074
13983	13760
18526	18292
19876	19639
19197	18960
226438	86416
19353	19116
17250	17019
20379	20142
19142	18905
13838	13616
17979	17746
225256	86223
378435	119719
268936	92623
20102	19865
83762	58004
109731	73888
20502	20264
17536	17303
207911	83907
18223	17990
22062	21819
237847	88381
15379	15154
231633	87282
11418	11207
12759	12543
18742	18506
12022	11808
94222	60856
11859	11646
21407	21168
17877	17644
21410	21171
14397	14173
270190	92948
17428	17196
12306	12091
71597	47438
233863	87736
15353	15128
14585	14361
12825	12608
67603	43446
53417	32897
387609	122629
20476	20238
15376	15151
65100	41618
12287	12072
14255	14032
218030	85303
242425	88950
20687	20449
110877	75031
66467	42310
17859	17626
16485	16258
15437	15212
29808	29543
217410	85202
14812	14588
56644	35923
194856	83266
14632	14408
232174	87382
20416	20179
14402	14178
12801	12584
17441	17209
17095	16865
15417	15192
212531	84435
78829	54669
14803	14579
235320	88024
16469	16242
64406	41007
15426	15201
77579	53419
114889	77607
235505	88069
68750	44592
58235	37265
15114	14890
21687	21447
20194	19957
76863	52703
15130	14906
13866	13644
12311	12096
320910	107845
19401	19164
21416	21177
18030	17797
11928	11714
54615	33906
110902	75055
55927	35214
23850	23603
434769	131349
232345	87409
18171	17938
108151	72311
12839	12622
14660	14436
18626	18392
18511	18277
98660	62830
15372	15147
14432	14208
212647	84449
20649	20411
70508	46349
194738	83251
11744	11531
18094	17861
11481	11269
217082	85119
13869	13647
252829	89954
16515	16288
217166	85138
65079	41603
30942	29932
14233	14010
14573	14349
13180	12960
18028	17795
14396	14172
26379	26127
20682	20444
18018	17785
14167	13944
73728	49569
15413	15188
11669	11456
13800	13578
13380	13159
18029	17796
12562	12347
16449	16222
20349	20112
12035	11821
13845	13623
15562	15337
22413	22170
15483	15258
223227	85888
14797	14573
11658	11445
109648	73806
14415	14191
30051	29762
14609	14385
22634	22391
19883	19646
11551	11338
14811	14587
23836	23589
15289	15064
11909	11696
50916	30400
13000	12783
50706	30195
71375	47216
13637	13415
16450	16223
18610	18376
20271	20034
16880	16651
20675	20437
22778	22535
13019	12802
18424	18191
78593	54433
14462	14238
21411	21172
209446	84108
104318	68483
11516	11303
15898	15671
80283	56084
17702	17469
50887	30371
66923	42766
18209	17976
20473	20235
20471	20233
19885	19648
68404	44246
268345	92471
30838	29829
107503	71668
319453	106388
27681	27425
14601	14377
18033	17800
18045	17812
108143	72303
15227	15003
244667	89267
19418	19181
72585	48426
56405	35685
94353	60980
381359	120183
20563	20325
13345	13125
100737	64907
14696	14472
13813	13591
225631	86270
15214	14990
14241	14018
18987	18750
20778	20540
17703	17470
252828	183340
21423	21184
22353	22110
66733	42576
243616	89107
16658	16430
20618	20380
18166	17933
20394	20157
16574	16347
245596	89416
16973	16743
12818	12601
22771	22528
22041	21798
13433	13212
20907	20669
272322	93055
110542	74698
21924	21681
16542	16315
20750	20512
52906	32386
56484	35764
14190	13967
15384	15159
19773	19536
268903	92612
252838	89963
13207	12987
17131	16901
14451	14227
12005	11791
13507	13286
382867	120835
68614	44456
81904	57576
12939	12722
67143	42986
18545	18311
269994	92892
21846	21605
22259	22016
108043	72205
14107	13884
12032	11818
619808	158383
240888	88778
17005	16775
15436	15211
319239	106174
14566	14342
13390	13169
223272	85894
140723	80075
13714	13492
13982	13759
218772	85409
12978	12761
12817	12600
12125	11911
11553	11340
15278	15053
15434	15209
110521	74677
74007	49848
15221	14997
20496	20258
20204	19967
12831	12614
13394	13173
11746	11533
12307	12092
21385	21146
26362	26110
107746	71908
20409	20172
16875	16646
21386	21147
15185	14961
56381	35661
14714	14490
93742	60394
13593	13371
11600	11387
328572	108486
21333	21094
21814	21573
17285	17054
12827	12610
59287	37711
170483	81804
18992	18755
19417	19180
14912	14688
171469	82624
12014	11800
14407	14183
66307	42150
399548	124782
15460	15235
110834	74989
107589	71754
21419	21180
16423	16196
242466	88953
23920	23673
12564	12349
15235	15011
17129	16899
14205	13982
80797	56568
16329	16102
71740	47581
14008	13785
12259	12044
210719	84230
15421	15196
68010	43853
208117	83933
13874	13652
14284	14061
14165	13942
66556	42399
18747	18511
14802	14578
22423	22180
20377	20140
108069	72231
19339	19102
225872	86310
12013	11799
22317	22074
18021	17788
15205	14981
16795	16566
105859	70024
320609	107544
226548	86431
20666	20428
12841	12624
14169	13946
22414	22171
18387	18154
100042150	120090
17684	17451
15218	14994
16969	16739
12394	12179
17128	16898
72961	48802
16497	16270
71458	47299
246316	89814
240590	88733
29817	29552
11863	11650
12395	12180
26456	26204
12914	12697
20668	20430
13618	13396
18949	18712
19122	18885
80892	56662
20346	20109
54713	34002
57376	36650
14183	13960
23957	23708
26423	26171
72780	48621
23886	23639
211924	84359
193452	83115
245424	89374
13434	13213
71949	47790
11932	11718
20674	20436
83961	58177
12034	11820
56835	36114
18591	18357
14531	14307
18217	17984
11899	11686
17125	16895
14544	14320
268741	92572
12405	12190
11602	11389
16371	16144
12705	12489
231252	87214
16499	16272
319582	106517
17161	16930
18291	18058
58234	37264
68770	44612
53599	32917
219151	85488
12590	12375
17122	16892
11921	11707
22410	22167
71950	47791
17681	17448
12826	12609
14587	14363
12661	12446
22421	22178
11651	11438
74561	50402
269389	92738
20733	20495
15423	15198
18595	18361
11864	11651
15560	15335
18096	17863
66979	42822
18799	18563
14026	13803
13010	12793
26420	26168
30785	29776
81703	57385
16325	16098
17357	17125
20605	20367
73389	49230
18596	18362
14360	14136
320376	107311
12023	11809
18386	18153
12192	11978
18012	17779
17864	17631
18189	17956
103806	67973
18125	17892
226641	86447
71833	47674
208677	84003
14134	13911
80903	56673
22084	21841
16326	16099
14528	14304
20586	20348
11910	11697
13799	13577
20415	20178
382282	120612
18617	18383
23919	23672
20846	20608
17293	17062
231329	87230
18023	17790
16656	16428
16164	15937
216456	84969
20714	20476
16508	16281
116810	78123
12162	11948
545810	142666
11845	11632
225998	86335
56637	35917
18546	18312
16870	16641
229445	86867
67874	43717
216227	84940
19697	19460
54426	33717
21833	21592
192199	82848
13711	13489
15896	15669
20817	20579
216343	84950
21909	21666
17756	17523
18044	17811
18049	17816
18167	17934
83383	57632
22160	21917
19293	19056
330450	108911
13040	12821
15415	15190
22762	22519
13166	12946
13436	13215
11876	11663
69257	45099
232201	87385
14254	14031
19411	19174
12815	12598
14365	14141
20833	20595
12160	11946
22152	21909
67533	43376
98741	62911
14281	14058
13393	13172
11350	11183
56811	36090
12166	11952
28105	27849
14394	14170
108829	72988
20411	20174
12550	12335
193034	83052
53870	33165
227325	86552
17289	17058
18612	18378
71785	47626
18032	17799
12805	12588
52712	32192
13848	13626
15558	15333
20680	20442
26949	26694
67210	43053
21849	21608
108068	72230
20265	20028
56717	35996
12527	12312
50496	29986
22354	22111
242022	88906
104383	68548
12824	12607
240690	88752
18185	17952
67203	43046
27373	27118
11925	11711
76293	52134
68877	44719
18037	17804
13001	12784
12367	12152
14842	14618
21809	21568
239405	88569
13170	12950
20352	20115
22415	22172
12971	12754
22026	21783
319478	106413
93724	60376
50754	30242
546024	142452
20672	20434
14799	14575
13599	13377
229534	86886
18541	18307
56079	35364
15182	14958
110835	74990
56490	35770
72042	47883
226439	86417
12305	12090
15902	15675
16918	16688
17967	17734
16416	16189
217127	85129
14257	14034
13645	13423
108655	72814
74434	50275
18933	18696
140477	79890
70729	46570
14536	14312
21802	21561
12234	12019
12155	11941
26920	26666
20788	20550
21908	21665
14563	14339
14734	14510
18214	17981
19645	19408
70571	46412
23958	23709
19878	19641
21888	21647
23942	23693
19206	18969
58172	37204
78925	54765
15378	15153
18015	17782
74596	50437
18088	17855
18213	17980
19882	19645
73284	49125
234199	87798
13123	12903
27356	27101
116871	78179
14366	14142
56296	35576
73422	49263
16337	16110
12633	12418
16438	16211
23849	23602
16949	16719
235180	87970
17978	17745
14028	13805
17425	17193
20181	19944
21415	21176
14178	13955
277353	93209
54427	33718
16401	16174
17259	17028
27140	26885
21417	21178
216285	84945
110886	75040
57246	36522
22433	22190
19015	18778
16348	16121
319914	106849
19141	18904
13017	12800
59058	37621
14657	14433
14843	14619
11982	11768
26427	26175
12286	12071
170677	81990
66855	42698
14172	13949
17105	16875
18216	17983
18627	18393
68837	44679
15331	15106
16010	15783
58222	37252
12156	11942
15242	15018
11815	11602
21807	21566
212712	84457
18292	18059
19672	19435
15184	14960
270120	92930
72058	47899
12913	12696
13805	13583
225642	86272
71461	47302
272382	93060
11515	11302
66222	42065
16002	15775
170676	81989
70733	46574
14173	13950
232333	87401
231440	87243
110304	74461
230700	87088
22278	22035
15186	14962
21869	21628
17126	16896
68153	43996
13709	13487
53883	33178
14184	13961
170772	82074
18133	17900
15200	14976
57265	36541
13506	13285
80297	56098
14051	13828
66042	41885
210044	84170
11865	11652
22770	22527
208188	83947
12425	12210
12020	11806
14182	13959
20924	20686
320399	107334
18573	18339
18803	18567
21338	21099
66867	42710
18099	17866
83431	57675
72003	47844
268860	92603
13654	13432
19225	18988
19130	18893
243328	89066
22420	22177
73016	48857
96875	61045
66725	42568
12350	12135
26380	26128
56736	36015
11705	11492
16490	16263
15165	14941
11848	11635
12647	12432
93960	60608
21955	21712
21677	21438
18575	18341
16170	15943
17764	17531
244668	89268
50873	30357
50781	30269
79362	55198
12322	12107
17035	16805
242443	88952
15408	15183
320145	107080
84653	58851
26563	26310
107751	71913
22139	21896
17304	17073
20354	20117
15400	15175
99730	63900
12396	12181
16874	16645
58208	37240
70779	46620
54393	33684
18685	18450
77889	53729
72832	48673
27386	27131
21375	21136
16869	16640
100978	65148
11923	11709
213788	84603
20276	20039
20964	20725
15405	15180
19649	19412
12832	12615
74481	50322
16981	16751
17132	16902
21334	21095
277414	93222
18991	18754
18127	17894
216874	85081
20979	20740
53972	33266
195733	83373
27049	26794
11441	11230
269397	92739
21823	21582
59125	37685
67405	43248
16410	16183
20375	20138
218973	85441
242316	88938
244813	89289
16873	16644
14174	13951
14654	14430
17863	17630
76441	52282
14405	14181
75605	51446
241489	88851
15399	15174
18439	18206
12293	12078
18667	18433
433228	129813
15285	15060
50884	30368
14020	13797
11440	11229
14800	14576
12450	12235
234577	87854
13396	13175
207521	83873
53601	32919
17135	16905
99377	63547
226747	86466
54132	33425
13075	12856
12560	12345
20671	20433
14778	14554
22412	22169
217011	85106
13649	13427
22059	21816
20678	20440
23965	23716
78284	54124
243659	89116
11839	11626
114606	77337
15273	15048
105689	69854
13172	12952
243764	89123
53626	32944
14561	14337
13048	12829
171171	82364
22341	22098
14367	14143
114142	76994
18187	17954
69792	45633
22422	22179
14247	14024
13490	13269
23871	23624
20355	20118
12163	11949
14177	13954
16011	15784
67005	42848
17121	16891
18420	18187
13559	13338
14083	13860
70804	46645
22174	21931
17196	16965
54135	33428
231044	87178
117167	78462
21336	21097
381677	120344
14428	14204
56184	35467
54601	33892
109620	73778
18999	18762
13491	13270
19116	18879
13839	13617
11569	11356
13557	13336
12121	11907
15229	15005
15404	15179
14645	14421
16847	16618
21667	21428
13626	13404
64297	40898
102278	66447
15904	15677
15561	15336
14404	14180
19273	19036
217517	85214
16917	16687
22061	21818
73750	49591
381373	120188
76365	52206
21412	21173
114713	77440
12753	12537
11492	11280
14362	14138
13842	13620
18708	18473
231051	87181
67943	43786
100072	64242
14009	13786
13435	13214
22418	22175
20371	20134
17268	17037
22025	21782
319915	106850
212108	84379
22417	22174
21349	21110
18111	17878
21350	21111
432748	129337
231876	87332
20183	19946
12816	12599
19215	18978
14419	14195
20807	20569
103236	67403
83964	58180
12609	12394
16476	16249
75723	51564
11816	11603
68039	43882
18609	18375
18205	17972
104443	68608
15565	15340
75507	51348
55963	35249
26409	26157
21827	21586
16363	16136
55994	35279
233490	87640
16911	16681
19264	19027
320405	107340
320202	107137
17395	17163
18753	18517
74617	50458
58998	37561
26754	26501
64654	41236
70823	46664
20353	20116
211134	84266
12424	12209
18457	18223
13494	13273
15427	15202
84035	58251
78405	54245
15213	14989
12977	12760
246791	89950
11606	11393
20423	20186
74762	50603
14265	14042
11819	11606
11622	11409
434768	131348
71371	47212
208846	84026
18506	18272
66354	42197
16825	16596
16772	16544
71093	46934
14240	14017
15552	15327
14236	14013
12505	12290
20363	20126
29861	29596
13592	13370
140919	80230
11479	11267
13876	13654
19725	19488
19202	18965
208439	83975
104394	68559
23805	23558
94332	60961
21812	21571
72306	48147
11614	11401
114741	77466
67605	43448
12912	12695
140484	79897
22253	22010
20357	20120
30946	29936
13837	13615
19712	19475
18212	17979
15407	15182
353187	110666
110862	75016
14400	14176
17260	17029
15429	15204
13590	13368
12704	12488
73173	49014
14102	13879
330627	108948
18186	17953
83428	57672
30957	29947
11438	11227
18846	18610
20345	20108
24117	23868
105734	69899
15206	14982
21844	21603
14296	14072
14180	13957
22226	21983
18514	18280
56050	35335
18619	18385
13134	12914
18227	17994
114712	77439
17301	17070
50913	30397
14809	14585
14726	14502
74044	49885
104156	68321
68842	44684
11305	11141
66447	42290
20537	20299
72605	48446
15354	15129
16590	16363
12168	11954
13846	13624
12291	12076
225164	86214
320799	107734
12833	12616
54446	33737
21907	21664
20018	19781
11789	11576
57080	36358
244864	89294
14181	13958
22393	22150
15432	15207
320522	107457
18071	17838
56404	35684
13512	13291
24074	23825
252830	89955
12915	12698
18503	18269
57810	37081
18751	18515
16780	16552
114774	77498
13710	13488
20472	20234
12563	12348
14472	14248
56720	35999
212398	84413
218490	85373
93691	60343
18472	18238
216795	85049
13447	13226
21678	21439
110784	74939
54526	33817
19055	18818
233805	87722
270097	92920
110829	74984
13195	12975
20510	20272
14239	14016
15425	15200
18142	17909
22325	22082
70726	46567
21346	21107
22416	22173
20351	20114
68703	44545
26360	26108
63873	40516
20670	20432
16872	16643
18432	18199
20538	20300
74120	49961
12830	12613
140741	80092
18993	18756
20512	20274
239336	88559
54140	33433
331004	109037
18740	18504
17318	17087
20851	20613
12224	12009
226896	86489
14823	14599
14237	14014
234219	87804
11435	11224
14268	14045
14235	14012
64930	41454
225207	86218
68169	44012
107823	71985
239099	88527
12846	12629
20849	20611
27217	26962
13712	13490
11423	11212
20185	19948
22339	22096
239102	88528
19434	19197
319448	106383
18007	17774
235611	88096
22067	21824
56501	35781
15208	14984
12043	11829
14807	14583
11552	11339
19283	19046
80720	56494
19699	19462
12558	12343
18505	18271
24001	23752
223513	85918
28015	27759
214968	84750
14369	14145
13655	13433
56218	35501
19009	18772
320158	107093
234130	87790
117606	78669
22337	22094
14805	14581
67865	43708
19017	18780
15559	15334
18430	18197
15373	15148
17926	17693
26878	26624
228731	86764
21848	21607
22773	22530
16370	16143
20564	20326
16323	16096
21803	21562
21752	21511
17311	17080
15284	15059
58805	37368
52389	31869
16815	16586
15375	15150
104245	68410
18132	17899
15220	14996
235416	88047
230735	87096
14391	14167
14261	14038
14399	14175
20660	20422
71355	47196
16522	16295
16909	16679
12802	12585
109272	73431
140570	79944
18509	18275
14408	14184
17701	17468
13797	13575
18211	17978
76580	52421
140489	79902
18128	17895
12606	12391
17977	17744
20356	20119
381463	120237
11924	11710
27412	27157
329003	108583
234515	87845
16814	16585
13643	13421
24052	23803
11538	11325
14580	14356
16774	16546
14395	14171
19378	19141
17878	17645
54352	33643
24136	23887
93897	60546
59057	37620
332937	109135
18417	18184
80888	56658
14658	14434
227326	86553
213783	84601
71907	47748
217212	85147
14412	14188
15110	14886
15312	15087
606496	143309
109594	73752
18072	17839
654812	161133
12540	12325
14409	14185
11482	11270
67784	43627
20617	20379
238057	88417
12223	12008
15216	14992
13555	13334
17933	17700
114128	76980
20255	20018
12167	11953
15209	14985
17202	16971
110789	74944
21781	21540
13640	13418
239217	88550
14401	14177
20667	20429
12393	12178
18508	18274
11461	11250
13798	13576
57875	37146
14766	14542
110796	74951
12767	12551
50524	30014
17869	17636
13386	13165
17700	17467
279653	93556
13385	13164
94275	60907
381217	120110
15422	15197
20187	19950
54635	33926
226359	86401
223753	85972
216616	85011
20508	20270
19132	18895
19664	19427
80857	56628
15361	15136
15245	15021
53970	33264
20238	20001
93687	60339
13395	13174
97064	61234
18155	17922
56458	35738
319924	106859
68070	43913
493583	143285
74198	50039
17258	17027
20361	20124
16852	16623
14560	14336
15551	15326
22402	22159
15370	15145
11540	11327
233919	87765
12557	12342
11877	11664
22323	22080
21422	21183
16426	16199
228911	86813
20848	20610
21674	21435
13518	13297
546801	183554
22255	22012
14370	14146
69908	45749
15396	15171
26361	26109
15207	14983
17300	17069
18129	17896
98970	63140
226075	86346
21780	21539
73181	49022
80904	56674
15959	15732
18008	17775
17886	17653
14772	14548
192198	82847
60345	37806
16598	16371
80906	56676
19211	18974
15433	15208
12565	12350
19126	18889
12053	11839
22704	22461
13176	12956
13642	13420
15223	14999
210801	84240
14605	14381
56353	35633
54371	33662
18101	17868
56406	35686
18019	17786
