row_num,gene_id,ensembl_gene_id,gene_symbol,entrez_id
1,9633,"ENSG00000101337","TM9SF4",9777
2,22692,"ENSG00000114650","SCAP",22937
3,22952,"ENSG00000113194","FAF2",23197
4,34497,"ENSG00000150401","DCUN1D2",55208
5,35224,"ENSG00000204444","APOM",55937
6,6512,"ENSG00000090020","SLC9A1",6548
7,405,"ENSG00000137486","ARRB1",408
8,6391,"ENSG00000161547","SRSF2",6427
9,8999,"ENSG00000168679","SLC16A4",9122
10,133718,"ENSG00000177133","FLJ42875",440556
11,5252,"ENSG00000162896","PIGR",5284
12,8711,"ENSG00000185559","DLK1",8788
13,5121,"ENSG00000123360","PDE1B",5153
14,31132,"ENSG00000115561","CHMP3",51652
15,56148,"ENSG00000068120","COASY",80347
16,30629,"ENSG00000111653","ING4",51147
17,25546,"ENSG00000115828","QPCT",25797
18,26860,"ENSG00000171408","PDE7B",27115
19,81203,"ENSG00000164898","C7orf55",154791
20,9519,"ENSG00000101577","LPIN2",9663
21,10910,"ENSG00000114395","CYB561D2",11068
22,32819,"ENSG00000064726","BTBD1",53339
23,77505,"ENSG00000183826","BTBD9",114781
24,30911,"ENSG00000094975","C1orf9",51430
25,2191,"ENSG00000149534","MS4A2",2206
26,10395,"ENSG00000134248","HBXIP",10542
27,7061,"ENSG00000169903","TM4SF4",7104
28,9616,"ENSG00000198846","TOX",9760
29,125055,"ENSG00000197595","C13orf35",400165
30,1449,"ENSG00000204435","CSNK2B",1460
31,81577,"ENSG00000188283","ZNF383",163087
32,82220,"ENSG00000126746","ZNF384",171017
33,31111,"ENSG00000146963","LUC7L2",51631
34,58170,"ENSG00000162897","FCAMR",83953
35,78811,"ENSG00000165972","CCDC38",120935
36,58505,"ENSG00000156531","PHF6",84295
37,10999,"ENSG00000079974","RABL2B",11158
38,8481,"ENSG00000142748","FCN3",8547
39,58205,"ENSG00000113391","FAM172A",83989
40,34960,"ENSG00000100796","SMEK1",55671
41,34114,"ENSG00000074276","CDHR2",54825
42,37310,"ENSG00000240053","LY6G5B",58496
43,133718,"ENSG00000177133","FLJ42875",440556
44,30819,"ENSG00000110079","MS4A4A",51338
45,79068,"ENSG00000167210","LOXHD1",125336
46,37297,"","LINC00474",58483
47,3561,"ENSG00000136634","IL10",3586
48,6905,"ENSG00000108788","MLX",6945
49,2758,"ENSG00000087258","GNAO1",2775
50,34528,"ENSG00000087263","OGFOD1",55239
51,78684,"ENSG00000172551","MUCL1",118430
52,23496,"ENSG00000132840","BHMT2",23743
53,34792,"ENSG00000165125","TRPV6",55503
54,30297,"ENSG00000166503","HDGFRP3",50810
55,123061,"ENSG00000174950","CD164L2",388611
56,34148,"ENSG00000163832","C3orf75",54859
57,30628,"ENSG00000118017","A4GNT",51146
58,10018,"ENSG00000158195","WASF2",10163
59,7798,"ENSG00000239305","RNF103",7844
60,89466,"ENSG00000166926","MS4A6E",245802
61,125324,"","FLJ42200",400860
62,37344,"ENSG00000244355","LY6G6D",58530
63,3719,"ENSG00000143105","KCNA10",3744
64,54937,"ENSG00000182795","C1orf116",79098
65,56513,"ENSG00000204420","C6orf25",80739
66,58887,"ENSG00000166928","MS4A14",84689
67,35147,"ENSG00000133169","BEX1",55859
68,25550,"ENSG00000115271","GCA",25801
69,55445,"ENSG00000180801","ARSJ",79642
70,123966,"ENSG00000184140","OR4F6",390648
71,94313,"ENSG00000181666","HKR1",284459
72,83425,"ENSG00000139200","C12orf53",196500
73,9090,"ENSG00000162894","FAIM3",9214
74,58292,"ENSG00000126653","NSRP1",84081
75,7240,"ENSG00000131462","TUBG1",7283
76,81091,"ENSG00000174137","FAM53A",152877
77,30645,"ENSG00000138231","DBR1",51163
78,35285,"ENSG00000147206","NXF3",56000
79,23264,"ENSG00000101346","POFUT1",23509
80,353,"ENSG00000117560","FASLG",356
81,93884,"ENSG00000149243","KLHL35",283212
82,37191,"ENSG00000123307","NEUROD4",58158
83,3231,"ENSG00000165704","HPRT1",3251
84,7263,"ENSG00000107165","TYRP1",7306
85,3017,"ENSG00000084110","HAL",3034
86,3712,"ENSG00000177301","KCNA2",3737
87,90214,"ENSG00000197706","OR6C74",254783
88,4413,"ENSG00000204410","MSH5",4439
89,10120,"ENSG00000131477","RAMP2",10266
90,30890,"ENSG00000114735","HEMK1",51409
91,632,"ENSG00000145692","BHMT",635
92,58504,"ENSG00000147679","UTP23",84294
93,10528,"ENSG00000114646","CSPG5",10675
94,57250,"ENSG00000158555","GDPD5",81544
95,4798,"ENSG00000135577","NMBR",4829
96,8665,"ENSG00000101605","MYOM1",8736
97,58761,"ENSG00000102891","MT4",84560
98,643,"ENSG00000169594","BNC1",646
99,1943,"ENSG00000146648","EGFR",1956
100,493,"ENSG00000186009","ATP4B",496
101,35582,"ENSG00000127412","TRPV5",56302
102,4478,"ENSG00000087250","MT3",4504
103,26990,"ENSG00000126705","AHDC1",27245
104,5560,"ENSG00000185532","PRKG1",5592
105,4463,"ENSG00000205362","MT1A",4489
106,26920,"ENSG00000037042","TUBG2",27175
107,8028,"ENSG00000089693","MLF2",8079
108,79463,"ENSG00000205981","DNAJC19",131118
109,9236,"ENSG00000101350","KIF3B",9371
110,7838,"ENSG00000163950","SLBP",7884
111,25989,"ENSG00000145945","FAM50B",26240
112,58523,"ENSG00000131475","VPS25",84313
113,920,"ENSG00000153563","CD8A",925
114,26010,"ENSG00000048140","TSPAN17",26262
115,125160,"ENSG00000205325","FLJ45831",400576
116,55623,"ENSG00000133962","CATSPERB",79820
117,35251,"ENSG00000196581","AJAP1",55966
118,110338,"ENSG00000181322","NME9",347736
119,94852,"ENSG00000153714","LURAP1L",286343
120,40865,"ENSG00000166930","MS4A5",64232
121,134710,"ENSG00000170605","OR9K2",441639
122,119495,"","WASH3P",374666
123,23018,"ENSG00000126217","MCF2L",23263
124,60072,"ENSG00000162614","NEXN",91624
125,6876,"ENSG00000059377","TBXAS1",6916
126,926,"ENSG00000156738","MS4A1",931
127,29640,"ENSG00000101638","ST8SIA5",29906
128,58215,"ENSG00000183762","KREMEN1",83999
129,4474,"","MT1L",4500
130,6560,"ENSG00000173473","SMARCC1",6599
131,4023,"ENSG00000111144","LTA4H",4048
132,79573,"ENSG00000152409","JMY",133746
133,3713,"ENSG00000177272","KCNA3",3738
134,7056,"ENSG00000136869","TLR4",7099
135,7821,"ENSG00000114738","MAPKAPK3",7867
136,81739,"ENSG00000164756","SLC30A8",169026
137,763,"ENSG00000178538","CA8",767
138,41767,"ENSG00000126562","WNK4",65266
139,60166,"ENSG00000168936","TMEM129",92305
140,57705,"ENSG00000111665","CDCA3",83461
141,58636,"ENSG00000197177","GPR123",84435
142,4467,"ENSG00000169715","MT1E",4493
143,8440,"ENSG00000108797","CNTNAP1",8506
144,3767,"ENSG00000197993","KEL",3792
145,921,"ENSG00000172116","CD8B",926
146,34149,"ENSG00000071203","MS4A12",54860
147,125190,"","FLJ45079",400624
148,4473,"ENSG00000205364","MT1M",4499
149,80699,"ENSG00000171827","ZNF570",148268
150,2253,"ENSG00000000938","FGR",2268
151,3283,"ENSG00000204389","HSPA1A",3303
152,11177,"ENSG00000082996","RNF13",11342
153,59976,"ENSG00000180964","TCEAL8",90843
154,303,"ENSG00000138772","ANXA3",306
155,82226,"ENSG00000171456","ASXL1",171023
156,4467,"ENSG00000169715","MT1E",4493
157,58923,"ENSG00000111671","SPSB2",84727
158,80978,"ENSG00000115841","FAM82A1",151393
159,76621,"ENSG00000176476","CCDC101",112869
160,6630,"ENSG00000172845","SP3",6670
161,79591,"ENSG00000248483","POU5F2",134187
162,23000,"ENSG00000148219","ASTN2",23245
163,108016,"","MT1DP",326343
164,123828,"ENSG00000205330","OR6C1",390321
165,79028,"ENSG00000176563","CNTD1",124817
166,3284,"ENSG00000204388","HSPA1B",3304
167,93880,"ENSG00000181995","LINC00301",283197
168,79364,"ENSG00000186998","EMID1",129080
169,90215,"ENSG00000205329","OR6C3",254786
170,4110,"ENSG00000171533","MAP6",4135
171,41176,"ENSG00000138653","NDST4",64579
172,78937,"ENSG00000165929","TC2N",123036
173,5159,"ENSG00000112357","PEX7",5191
174,2722,"ENSG00000124767","GLO1",2739
175,79653,"ENSG00000179468","OR9A2",135924
176,58903,"ENSG00000133134","BEX2",84707
177,124060,"ENSG00000188227","ZNF793",390927
178,81444,"ENSG00000156500","FAM122C",159091
179,11158,"ENSG00000141524","TMC6",11322
180,8941,"ENSG00000078043","PIAS2",9063
181,30338,"ENSG00000204387","C6orf48",50854
182,10922,"ENSG00000162616","DNAJB4",11080
183,8820,"ENSG00000112739","PRPF4B",8899
184,1777,"ENSG00000088305","DNMT3B",1789
185,57903,"ENSG00000166959","MS4A8B",83661
186,4464,"ENSG00000169688","MT1B",4490
187,5344,"ENSG00000109099","PMP22",5376
188,4470,"ENSG00000205358","MT1H",4496
189,1783,"ENSG00000088538","DOCK3",1795
190,123832,"ENSG00000185821","OR6C76",390326
191,10051,"ENSG00000131467","PSME3",10197
192,109944,"ENSG00000179695","OR6C2",341416
193,2521,"ENSG00000126709","IFI6",2537
194,35198,"ENSG00000184730","APOBR",55911
195,35080,"ENSG00000121931","LRIF1",55791
196,110359,"ENSG00000184497","FAM70B",348013
197,9446,"ENSG00000117592","PRDX6",9588
198,3929,"ENSG00000168924","LETM1",3954
199,5096,"ENSG00000059758","CDK17",5128
200,59812,"","OR6W1P",89883
201,81591,"ENSG00000171817","ZNF540",163255
202,11166,"ENSG00000215021","PHB2",11331
203,81695,"ENSG00000164329","PAPD4",167153
204,34099,"ENSG00000137960","GIPC2",54810
205,79274,"ENSG00000156171","DRAM2",128338
206,5956,"ENSG00000128250","RFPL1",5988
207,2115,"ENSG00000182944","EWSR1",2130
208,311,"ENSG00000131480","AOC2",314
209,10369,"ENSG00000140092","FBLN5",10516
210,85608,"ENSG00000166961","MS4A15",219995
211,181079,"","MT1IP",644314
212,6086,"ENSG00000117748","RPA2",6118
213,56122,"ENSG00000114107","CEP70",80321
214,4109,"ENSG00000047849","MAP4",4134
215,3079,"ENSG00000010818","HIVEP2",3097
216,85547,"ENSG00000165424","ZCCHC24",219654
217,41116,"ENSG00000125409","TEKT3",64518
218,36951,"ENSG00000119927","GPAM",57678
219,10017,"ENSG00000111684","LPCAT3",10162
220,80266,"ENSG00000172476","RAB40A",142684
221,83410,"ENSG00000170439","METTL7B",196410
222,4718,"ENSG00000100285","NEFH",4744
223,8570,"ENSG00000131471","AOC3",8639
224,126392,"ENSG00000185689","C6orf201",404220
225,9571,"ENSG00000159784","FAM131B",9715
226,4475,"ENSG00000187193","MT1X",4501
227,57351,"ENSG00000221978","CCNL2",81669
228,59598,"ENSG00000171798","KNDC1",85442
229,2631,"ENSG00000135441","BLOC1S1",2647
230,7040,"ENSG00000167900","TK1",7083
231,713,"ENSG00000166278","C2",717
232,133402,"","FLJ41170",440200
233,59902,"ENSG00000164758","MED30",90390
234,109923,"ENSG00000172689","MS4A10",341116
235,22675,"ENSG00000101367","MAPRE1",22919
236,34878,"ENSG00000138756","BMP2K",55589
237,988,"ENSG00000164045","CDC25A",993
238,5927,"ENSG00000135437","RDH5",5959
239,7827,"ENSG00000145050","MANF",7873
240,81588,"ENSG00000197020","ZNF100",163227
241,22577,"ENSG00000185989","RASA3",22821
242,26997,"ENSG00000076321","KLHL20",27252
243,29524,"ENSG00000138430","OLA1",29789
244,9544,"ENSG00000102900","NUP93",9688
245,23321,"ENSG00000113761","ZNF346",23567
246,8854,"ENSG00000134590","FAM127A",8933
247,2140,"ENSG00000057593","F7",2155
248,41027,"ENSG00000023041","ZDHHC6",64429
249,2125,"ENSG00000158161","EYA3",2140
250,54919,"ENSG00000110104","CCDC86",79080
251,94619,"ENSG00000185261","KIAA0825",285600
252,29625,"ENSG00000179837","RBM15B",29890
253,37308,"ENSG00000154721","JAM2",58494
254,9104,"ENSG00000170579","DLGAP1",9229
255,35065,"ENSG00000112167","SAYSD1",55776
256,22698,"ENSG00000107984","DKK1",22943
257,8411,"","EPR1",8475
258,10074,"ENSG00000135414","GDF11",10220
259,10487,"ENSG00000185340","GAS2L1",10634
260,94483,"ENSG00000232973","CYP1B1-AS1",285154
261,2026,"ENSG00000146904","EPHA1",2041
262,9187,"ENSG00000100815","TRIP11",9321
263,942,"ENSG00000174059","CD34",947
264,4745,"ENSG00000186575","NF2",4771
265,7438,"ENSG00000085741","WNT11",7481
266,2522,"ENSG00000131482","G6PC",2538
267,711,"ENSG00000159403","C1R",715
268,626,"ENSG00000243649","CFB",629
269,94155,"","CDRT4",284040
270,7241,"ENSG00000178952","TUFM",7284
271,2144,"ENSG00000126218","F10",2159
272,83689,"ENSG00000164309","CMYA5",202333
273,10055,"ENSG00000172113","NME6",10201
274,22673,"ENSG00000149506","ZP1",22917
275,22887,"ENSG00000164080","RAD54L2",23132
276,5259,"ENSG00000051382","PIK3CB",5291
277,7551,"ENSG00000198521","ZNF43",7594
278,55763,"ENSG00000162777","DENND2D",79961
279,58460,"ENSG00000133302","ANKRD32",84250
280,34446,"ENSG00000117593","DARS2",55157
281,5705,"ENSG00000122420","PTGFR",5737
282,2249,"ENSG00000160867","FGFR4",2264
283,124882,"ENSG00000178947","LINC00086",399668
284,30706,"ENSG00000206181","TCEB3B",51224
285,55575,"ENSG00000175471","MCTP1",79772
286,55677,"ENSG00000177548","RABEP2",79874
287,1594,"ENSG00000065357","DGKA",1606
288,28831,"ENSG00000123353","ORMDL2",29095
289,7426,"ENSG00000185049","WHSC2",7469
290,30760,"ENSG00000139178","C1RL",51279
291,35202,"ENSG00000132434","LANCL2",55915
292,9499,"ENSG00000123562","MORF4L2",9643
293,8576,"ENSG00000164626","KCNK5",8645
294,6523,"ENSG00000070915","SLC12A3",6559
295,2535,"ENSG00000154727","GABPA",2551
296,80569,"ENSG00000198863","RUNDC1",146923
297,54913,"ENSG00000110108","TMEM109",79073
298,6463,"ENSG00000204351","SKIV2L",6499
299,8781,"ENSG00000126231","PROZ",8858
300,9675,"ENSG00000196428","TSC22D2",9819
301,4301,"ENSG00000123342","MMP19",4327
302,81640,"ENSG00000100314","CABP7",164633
303,34261,"ENSG00000006118","TMEM132A",54972
304,83612,"ENSG00000175106","FAM18B2",201158
305,5330,"ENSG00000076356","PLXNA2",5362
306,5332,"ENSG00000164050","PLXNB1",5364
307,7713,"ENSG00000160321","ZNF208",7757
308,40925,"ENSG00000165671","NSD1",64324
309,58275,"ENSG00000167220","HDHD2",84064
310,5330,"ENSG00000076356","PLXNA2",5362
311,58813,"ENSG00000185278","ZBTB37",84614
312,8390,"ENSG00000139842","CUL4A",8451
313,79545,"ENSG00000174599","TRAM1L1",133022
314,83749,"ENSG00000173275","ZNF449",203523
315,30606,"ENSG00000134049","IER3IP1",51124
316,10806,"ENSG00000137959","IFI44L",10964
317,8373,"ENSG00000171794","UTF1",8433
318,30849,"ENSG00000164081","TEX264",51368
319,8901,"ENSG00000184557","SOCS3",9021
320,4262,"ENSG00000066427","ATXN3",4287
321,56142,"ENSG00000078898","BPIFB2",80341
322,1002753,"ENSG00000217236","SP9",100131390
323,27032,"ENSG00000151650","VENTX",27287
324,3410,"ENSG00000068079","IFI35",3430
325,1577,"ENSG00000231852","CYP21A2",1589
326,8782,"ENSG00000204344","STK19",8859
327,5692,"ENSG00000169403","PTAFR",5724
328,29531,"ENSG00000184076","UQCR10",29796
329,1012,"ENSG00000123374","CDK2",1017
330,918,"ENSG00000013725","CD6",923
331,9565,"ENSG00000051108","HERPUD1",9709
332,79342,"ENSG00000167104","BPIFB6",128859
333,30691,"ENSG00000123570","RAB9B",51209
334,10506,"ENSG00000167642","SPINT2",10653
335,664,"ENSG00000183770","FOXL2",668
336,59760,"ENSG00000124780","KCNK17",89822
337,9400,"ENSG00000138433","CIR1",9541
338,58000,"ENSG00000139194","RBP5",83758
339,8102,"ENSG00000108830","RND2",8153
340,10414,"ENSG00000137965","IFI44",10561
341,10489,"ENSG00000169220","RGS14",10636
342,110804,"ENSG00000130997","POLN",353497
343,5837,"ENSG00000111540","RAB5B",5869
344,122861,"ENSG00000189136","UBE2Q2P1",388165
345,8818,"ENSG00000100330","MTMR3",8897
346,78679,"ENSG00000251321","GDEP",118425
347,717,"ENSG00000224389","C4B",721
348,22582,"ENSG00000126698","DNAJC8",22826
349,8448,"ENSG00000069424","KCNAB2",8514
350,7018,"ENSG00000113296","THBS4",7060
351,1063,"ENSG00000087237","CETP",1071
352,78710,"ENSG00000198546","ZNF511",118472
353,4681,"ENSG00000183648","NDUFB1",4707
354,4984,"ENSG00000085465","OVGP1",5016
355,40706,"ENSG00000167644","C19orf33",64073
356,83748,"ENSG00000165359","DDX26B",203522
357,110822,"ENSG00000186190","BPIFB3",359710
358,58029,"ENSG00000095981","KCNK16",83795
359,59990,"ENSG00000133597","ADCK2",90956
360,119455,"ENSG00000241322","CDRT1",374286
361,7609,"","ZNF99",7652
362,7085,"ENSG00000118503","TNFAIP3",7128
363,2895,"ENSG00000164082","GRM2",2912
364,55517,"ENSG00000164051","CCDC51",79714
365,23233,"ENSG00000140612","SEC11A",23478
366,9239,"ENSG00000221988","PPT2",9374
367,6781,"ENSG00000139531","SUOX",6821
368,9766,"ENSG00000152061","RABGAP1L",9910
369,9288,"ENSG00000099337","KCNK6",9424
370,10084,"ENSG00000198496","NBR2",10230
371,3891,"ENSG00000185896","LAMP1",3916
372,6533,"ENSG00000131183","SLC34A1",6569
373,9289,"ENSG00000153046","CDYL",9425
374,57942,"ENSG00000166086","JAM3",83700
375,58156,"ENSG00000144895","EIF2A",83939
376,40976,"ENSG00000123411","IKZF4",64375
377,37099,"ENSG00000099338","CATSPERG",57828
378,54923,"ENSG00000116455","WDR77",79084
379,30727,"ENSG00000164054","SHISA5",51246
380,78709,"ENSG00000165828","PRAP1",118471
381,58377,"ENSG00000140853","NLRC5",84166
382,79613,"ENSG00000189007","ADAT2",134637
383,80996,"ENSG00000163328","GPR155",151556
384,119788,"","C21orf118",378829
385,80836,"ENSG00000186191","BPIFB4",149954
386,916,"ENSG00000110448","CD5",921
387,110420,"ENSG00000178665","ZNF713",349075
388,93915,"ENSG00000177675","CD163L1",283316
389,1000185,"","LOC100129033",100129033
390,85757,"ENSG00000164627","KIF6",221458
391,4052,"ENSG00000188554","NBR1",4077
392,123304,"ENSG00000233701","PRR23C",389152
393,4682,"ENSG00000090266","NDUFB2",4708
394,10479,"ENSG00000221926","TRIM16",10626
395,5609,"ENSG00000100600","LGMN",5641
396,8426,"ENSG00000164099","PRSS12",8492
397,9603,"ENSG00000198420","FAM115A",9747
398,2853,"ENSG00000198055","GRK6",2870
399,182450,"ENSG00000188010","MORN2",729967
400,2503,"ENSG00000001036","FUCA2",2519
401,123772,"","GUCY2E",390226
402,5178,"ENSG00000114268","PFKFB4",5210
403,29966,"ENSG00000116213","WRAP73",49856
404,81440,"ENSG00000123569","H2BFWT",158983
405,10520,"ENSG00000145982","FARS2",10667
406,123053,"ENSG00000158286","RNF207",388591
407,83439,"ENSG00000148832","PAOX",196743
408,80036,"ENSG00000131050","BPIFA2",140683
409,76624,"ENSG00000151502","VPS26B",112936
410,59132,"ENSG00000177082","WDR73",84942
411,80871,"ENSG00000176635","HORMAD2",150280
412,79432,"ENSG00000143891","GALM",130589
413,7413,"ENSG00000115935","WIPF1",7456
414,34291,"ENSG00000150403","TMCO3",55002
415,123287,"ENSG00000184345","IQCF2",389123
416,31194,"ENSG00000198843","SELT",51714
417,2050,"ENSG00000065361","ERBB3",2065
418,123053,"ENSG00000158286","RNF207",388591
419,30854,"ENSG00000239789","MRPS17",51373
420,35211,"ENSG00000197852","FAM212B",55924
421,26779,"ENSG00000151498","ACAD8",27034
422,137,"ENSG00000121933","ADORA3",140
423,89745,"ENSG00000171865","RNASEH1",246243
424,167232,"ENSG00000207314","SNORA44",677825
425,9467,"ENSG00000141027","NCOR1",9611
426,55246,"ENSG00000214367","HAUS3",79441
427,6291,"ENSG00000136531","SCN2A",6326
428,2615,"ENSG00000146729","GBAS",2631
429,36257,"ENSG00000152784","PRDM8",56978
430,33458,"ENSG00000043093","DCUN1D1",54165
431,150488,"ENSG00000229183","PGA4",643847
432,8444,"ENSG00000189409","MMP23B",8510
433,56532,"ENSG00000131188","PRR7",80758
434,60146,"ENSG00000148824","MTG1",92170
435,1285,"ENSG00000114270","COL7A1",1294
436,4797,"ENSG00000197696","NMB",4828
437,9894,"ENSG00000041880","PARP3",10039
438,9198,"ENSG00000177575","CD163",9332
439,5682,"ENSG00000099341","PSMD8",5714
440,36497,"ENSG00000112379","KIAA1244",57221
441,105993,"ENSG00000183566","BPIFA4P",317716
442,8563,"ENSG00000187775","DNAH17",8632
443,3727,"ENSG00000171385","KCND3",3752
444,6843,"ENSG00000120656","TAF12",6883
445,80722,"ENSG00000225077","LINC00337",148645
446,78694,"ENSG00000180929","GPR62",118442
447,4311,"ENSG00000124615","MOCS1",4337
448,58852,"ENSG00000164299","SPZ1",84654
449,9145,"ENSG00000184432","COPB2",9276
450,10461,"ENSG00000123933","MXD4",10608
451,3680,"ENSG00000100605","ITPK1",3705
452,55636,"ENSG00000152147","GEMIN6",79833
453,441,"ENSG00000198363","ASPH",444
454,85718,"ENSG00000140848","CPNE2",221184
455,76625,"ENSG00000166105","GLB1L3",112937
456,3104,"ENSG00000204287","HLA-DRA",3122
457,135941,"ENSG00000213214","ARHGEF35",445328
458,25613,"ENSG00000248487","ABHD14A",25864
459,5004,"ENSG00000170515","PA2G4",5036
460,903,"ENSG00000146731","CCT6A",908
461,9160,"ENSG00000203737","GPR52",9293
462,79343,"ENSG00000131059","BPIFA3",128861
463,56486,"ENSG00000123576","ESX1",80712
464,30796,"ENSG00000172086","KRCC1",51315
465,9621,"ENSG00000039319","ZFYVE16",9765
466,1000687,"","LOC100130071",100130071
467,92,"ENSG00000243989","ACY1",95
468,36201,"ENSG00000078070","MCCC1",56922
469,25756,"ENSG00000149476","DAK",26007
470,4062,"ENSG00000175387","SMAD2",4087
471,6985,"ENSG00000198176","TFDP1",7027
472,336,"ENSG00000111701","APOBEC1",339
473,80665,"ENSG00000130244","FAM98C",147965
474,26846,"ENSG00000116161","CACYBP",27101
475,34800,"ENSG00000181433","SAGE1",55511
476,4062,"ENSG00000175387","SMAD2",4087
477,9727,"ENSG00000150961","SEC24D",9871
478,30778,"ENSG00000198183","BPIFA1",51297
479,10437,"ENSG00000184374","COLEC10",10584
480,7498,"ENSG00000198081","ZFP161",7541
481,2235,"ENSG00000138675","FGF5",2250
482,9508,"ENSG00000198677","TTC37",9652
483,23295,"ENSG00000100003","SEC14L2",23541
484,25619,"ENSG00000129103","SUMF2",25870
485,376,"ENSG00000175906","ARL4D",379
486,57957,"ENSG00000187017","ESPN",83715
487,5916,"ENSG00000114113","RBP2",5948
488,55836,"ENSG00000178662","CSRNP3",80034
489,1126,"ENSG00000138435","CHRNA1",1134
490,5293,"ENSG00000118495","PLAGL1",5325
491,6139,"ENSG00000229117","RPL41",6171
492,37005,"ENSG00000159733","ZFYVE28",57732
493,60217,"ENSG00000125999","BPIFB1",92747
494,11124,"ENSG00000027847","B4GALT7",11285
495,22891,"ENSG00000082397","EPB41L3",23136
496,9431,"ENSG00000184344","GDF3",9573
497,6228,"ENSG00000196218","RYR1",6261
498,36488,"ENSG00000227372","TP73-AS1",57212
499,1723,"ENSG00000197406","DIO3",1735
500,85613,"ENSG00000178795","GDPD4",220032
501,1647,"ENSG00000067596","DHX8",1659
502,78238,"ENSG00000144893","MED12L",116931
503,78843,"ENSG00000166130","IKBIP",121457
504,59062,"ENSG00000135482","ZC3H10",84872
505,59826,"ENSG00000149328","GLB1L2",89944
506,81803,"ENSG00000198178","CLEC4C",170482
507,5915,"ENSG00000114115","RBP1",5947
508,59829,"ENSG00000159579","RSPRY1",89970
509,90247,"ENSG00000197826","C4orf22",255119
510,3100,"ENSG00000237541","HLA-DQA2",3118
511,2153,"ENSG00000163586","FABP1",2168
512,1115,"ENSG00000128656","CHN1",1123
513,7609,"","ZNF99",7652
514,9139,"ENSG00000108669","CYTH1",9267
515,31017,"ENSG00000242114","MTFP1",51537
516,31004,"ENSG00000149483","TMEM138",51524
517,23099,"ENSG00000139641","ESYT1",23344
518,1377,"ENSG00000115966","ATF2",1386
519,26819,"ENSG00000078081","LAMP3",27074
520,6579,"ENSG00000164975","SNAPC3",6619
521,80260,"ENSG00000197530","MIB2",142678
522,80351,"ENSG00000173262","SLC2A14",144195
523,109827,"ENSG00000173041","ZNF680",340252
524,77301,"","MAL2",114569
525,40745,"ENSG00000165943","MOAP1",64112
526,10332,"ENSG00000198689","SLC9A6",10479
527,123874,"ENSG00000176294","OR4N2",390429
528,81701,"ENSG00000152380","FAM151B",167555
529,5026,"ENSG00000149269","PAK1",5058
530,171259,"","LOC646513",646513
531,208,"ENSG00000023330","ALAS1",211
532,30740,"ENSG00000187049","TMEM216",51259
533,5495,"ENSG00000078304","PPP2R5C",5527
534,110135,"ENSG00000197953","AADACL2",344752
535,58721,"ENSG00000170270","C14orf142",84520
536,110445,"ENSG00000163864","NMNAT3",349565
537,4825,"ENSG00000136999","NOV",4856
538,36178,"ENSG00000185046","ANKS1B",56899
539,5666,"ENSG00000240065","PSMB9",5698
540,10906,"ENSG00000119397","CNTRL",11064
541,124762,"ENSG00000253304","TMEM200B",399474
542,23347,"ENSG00000051620","HEBP2",23593
543,36743,"ENSG00000130764","LRRC47",57470
544,22856,"ENSG00000053524","MCF2L2",23101
545,23322,"ENSG00000102931","ARL2BP",23568
546,56606,"ENSG00000173662","TAS1R1",80835
547,80614,"","LINC00526",147525
548,125540,"","FLJ41649",401260
549,35016,"ENSG00000011114","BTBD7",55727
550,34238,"ENSG00000167985","SDHAF2",54949
551,57687,"ENSG00000169976","SF3B5",83443
552,1559,"ENSG00000130649","CYP2E1",1571
553,55347,"ENSG00000155249","OR4K1",79544
554,59868,"ENSG00000145040","UCN2",90226
555,4411,"ENSG00000113318","MSH3",4437
556,6479,"ENSG00000059804","SLC2A3",6515
557,58124,"ENSG00000145757","SPATA9",83890
558,10,"ENSG00000114771","AADAC",13
559,78912,"ENSG00000176246","OR4L1",122742
560,7341,"ENSG00000010256","UQCRC1",7384
561,36875,"ENSG00000055483","USP36",57602
562,515,"ENSG00000154518","ATP5G3",518
563,123880,"ENSG00000176230","OR4K17",390436
564,2258,"ENSG00000022267","FHL1",2273
565,79879,"ENSG00000196465","MYL6B",140465
566,6393,"ENSG00000116350","SRSF4",6429
567,9587,"ENSG00000116198","CEP104",9731
568,83725,"ENSG00000164989","CCDC171",203238
569,123881,"ENSG00000184394","OR4N5",390437
570,3086,"ENSG00000204859","ZBTB48",3104
571,308,"ENSG00000122359","ANXA11",311
572,2605,"ENSG00000183087","GAS6",2621
573,6332,"ENSG00000102962","CCL22",6367
574,85611,"ENSG00000162148","PPP1R32",220004
575,1608,"ENSG00000078725","DBC1",1620
576,79503,"ENSG00000164088","PPM1M",132160
577,6014,"ENSG00000204256","BRD2",6046
578,7456,"ENSG00000124343","XG",7499
579,35949,"ENSG00000198829","SUCNR1",56670
580,6340,"ENSG00000006210","CX3CL1",6376
581,647,"ENSG00000152785","BMP3",651
582,6908,"ENSG00000185339","TCN2",6948
583,80566,"ENSG00000161649","CD300LG",146894
584,94111,"ENSG00000185905","C16orf54",283897
585,4611,"ENSG00000092841","MYL6",4637
586,6326,"ENSG00000102970","CCL17",6361
587,94719,"","LOC285902",285902
588,7601,"ENSG00000167232","ZNF91",7644
589,59791,"ENSG00000172578","KLHL6",89857
590,35440,"ENSG00000133149","TEX13A",56157
591,6866,"ENSG00000123561","SERPINA7",6906
592,9016,"ENSG00000078699","CBFA2T2",9139
593,2728,"ENSG00000173221","GLRX",2745
594,23021,"ENSG00000117114","LPHN2",23266
